comentario,codigo_semestre,nombre_curso,tipo,topico,semstre_malla,seccion,codigo,semestre,Departamento
"-> Pocas veces vi a una profe que incentivase tanto al aprendizaje de mas (no se que palabra usar), nunca antes vi que ofrecieran charlas a estudiantes que les facina el tema, gracias por todo.



-> buena disposicion, preocupacion por la asignatura (no estaba en la obligacion de dar mas instancias de evaluaciones recuperativas y aun asi las dio).",FI2003-4 - Otoño 2023,Métodos Experimentales,1,Reconocimiento a Profesores y Auxiliares,3,4,FI2003, Otoño 2023,Departamento de fisica
Siempre en todas las clases mostraba pasión por la materia y lograba un ambiente agradable y de respeto,BT1211-9 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,1,Experiencia Educativa,1,9,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
Muy abiertos a la retroalimentación de los estudiantes y hacer lo mejor posible para que aprendamos.,IQ2211-3 - Otoño 2023,Química,1,Atención y Disposición Docente,3,3,IQ2211, Otoño 2023,Departamento de ingenieria quimica
"Muy capacitado en la materia a enseñar, interesado en enseñar los contenidos de buena manera",FI1000-9 - Otoño 2023,Introducción a la Física Clásica,1,Calidad de la Enseñanza,1,9,FI1000, Otoño 2023,Departamento de fisica
Que se otorgen las pautas de los ejercicios evaluados.,FI1000-10 - Otoño 2023,Introducción a la Física Clásica,0,Evaluaciones y Controles,1,10,FI1000, Otoño 2023,Departamento de fisica
"La forma de expresarse del docente sobre cada aspecto del objeto de estudio de la clase, ayudó a que el estudiante se concentrara más en la misma sin distraerse.



Hay una intención de responder adecuadamente las dudas de los estudiantes.



Durante los controles, el profesor ofrece toda la ayuda posible a los estudiantes para que estos entiendan y desarrollen cada pregunta.



La dificultad de las evaluaciones fue adecuada. En este sentido, la implementación de los mini controles fue de GRAN ayuda.",MA2001-1 - Otoño 2023,Cálculo en Varias Variables,1,Atención y Disposición Docente,3,1,MA2001, Otoño 2023,Departamento de ingenieria matematica
Clases entretenidas y especialmente la flexibilidad con respecto a los informes,FI2003-1 - Otoño 2023,Métodos Experimentales,1,Experiencia y Organización del Curso,3,1,FI2003, Otoño 2023,Departamento de fisica
Que el José deje de hacer troleos xfa me dieron 4 Paros cardíacos quedé hospitalizado 💀,FI1000-5 - Otoño 2023,Introducción a la Física Clásica,0,Estilo de Enseñanza y Dinámica de Clases,1,5,FI1000, Otoño 2023,Departamento de fisica
"La entrega de las notas de actividades y tareas era extremadamente lenta, no fue hasta el final del curso que llegaron Olea y olas de notificaciones con las notas y era muy frustrante hacer las entrega sin saber si lo demás estaba completamente correcto, o que tan bueno estaba a nivel de evaluación. Algo relacionado a esto es que las instrucciones nunca quedaban claras, pues profesores, auxiliares y ayudantes decían cosas distintas y se contradecían entre ellos. Siento que la forma en que organizaron los equipos no fue de mucha ayuda tampoco.Creo que también sería útil ajustar las pautas o instrucciones para todos los tipos de trabajos que hacen los equipos, pues nos paso que las pautas en las instancias de resolución del problema hablaban solamente de soluciones que se basaban en objetos  y no en sistemas, lo que lo hacía más complicado aún .",CD1100-4 - Otoño 2023,Desafíos de Innovación en Ingeniería y Ciencias,0,Gestión de Actividades y Evaluaciones,1,4,CD1100, Otoño 2023,Area de innovacion
Su actitud al realizar las cátdras,FI1100-2 - Otoño 2023,Introducción a la Física Moderna,1,Atención y Disposición Docente,2,2,FI1100, Otoño 2023,Departamento de fisica
"La única pega para mi es que la notación usada a veces era dificil de seguir, tal vez hubiese sido buena idea dedicar una clase auxiliar a este especto o algo por el estilo, por lo demas todo perfecto.",FI1000-9 - Otoño 2023,Introducción a la Física Clásica,0,Estilo de Enseñanza y Dinámica de Clases,1,9,FI1000, Otoño 2023,Departamento de fisica
"Explica bastantes herramientas que se usaran en el laboratorio, es comprensivo en el tiempo que requiere cada entrega y las evaluaciones que tiene el curso en otras materias.",CC1000-7 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,1,Gestión de Actividades y Evaluaciones,1,7,CC1000, Otoño 2023,Departamento ciencias de la computación
"Sus cátedras fueron muy interesantes, no permitían aburrirse o desinteresarse del tema, los ejemplos que daba en clases aclaraban perfectamente definiciones o conceptos confusos y al dar las evaluaciones eran fáciles de recordar.",BT1211-9 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,1,Calidad de la Enseñanza,1,9,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
"Gracias a su forma de explicar, logra hacer ver los problemas de una manera mucho más fácil y abordable. Además, se notaba la preocupación por el buen desempeño del curso.",FI1000-8 - Otoño 2023,Introducción a la Física Clásica,1,Calidad de la Enseñanza,1,8,FI1000, Otoño 2023,Departamento de fisica
El profesor da bastantes ejemplos y explica de una manera bastante eficaz las demostraciones de las proposiciones,MA1101-2 - Otoño 2023,Introducción al Álgebra,1,Calidad de la Enseñanza,1,2,MA1101, Otoño 2023,Departamento de ingenieria matematica
Tiene buena disposición,FI1000-5 - Otoño 2023,Introducción a la Física Clásica,1,Experiencia Educativa,1,5,FI1000, Otoño 2023,Departamento de fisica
explicar mejor las instucciones la primera vez.,CD1100-4 - Otoño 2023,Desafíos de Innovación en Ingeniería y Ciencias,0,Reconocimiento a Profesores y Auxiliares,1,4,CD1100, Otoño 2023,Area de innovacion
"Profesor simpático, buena onda, preocupado por el aprendizaje y por dar buenas explicaciones, comprometido con el aprendizaje de sus alumnos en general.",CC1000-14 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,1,Experiencia Educativa,1,14,CC1000, Otoño 2023,Departamento ciencias de la computación
Buenas instancias evaluativas,CD2201-1 - Otoño 2023,Módulo Interdisciplinario,1,Atención y Disposición Docente,4,1,CD2201, Otoño 2023,Area de innovacion
"No es culpa del cuerpo docente, pero el ramo es atroz. No logra nada, no se aprende nada(y no es culpa de ellos, sino de como esta conceptualizado el ramo en si). Hay nulo entusiasmo de parte del alumnado para realizar las actividades puesto que son demasiado cudaradas y repetitivas. En mi opinion un desperdicio de 6 creditos. Podria cambiarse la dinámica de este ramo a algo mas práctico, como por ejemplo dividir las 15 semanas en modulos realizados por docentes de cada una de las especialidades y aprender aunque sea superficialmente temas centrales de cada especialidad. Por ejemplo, que si le toca a civil, diseñar rudimentariamentr un puente o estructura considerando costo, usuarios, impactos ambientales etc. Por solo dar un ejemplo.",CD1100-2 - Otoño 2023,Desafíos de Innovación en Ingeniería y Ciencias,0,Experiencia y Organización del Curso,1,2,CD1100, Otoño 2023,Area de innovacion
"Profesores muy expresivos y cercanos a la hora de enseñar, con un trato directo que fomentaba la participación por parte de todos. Siempre buscaron que todos participáramos en las clases, algo que nos servía mucho (sobre todo a los introvertidos como yo que necesitábamos soltarnos más para hablar). También siempre estaban pendientes de cualquier inquietud que tuviéramos con la asignatura y los trabajos. Muy comprensivos y empáticos a la hora de enseñar, sus clases me sirvieron mucho para conocer experiencias más cercanas al mundo laboral y las empresas.",CD1100-14 - Otoño 2023,Desafíos de Innovación en Ingeniería y Ciencias,1,Experiencia Educativa,1,14,CD1100, Otoño 2023,Area de innovacion
"Se produjo una demora en la entrega de las notas, ya que todas fueron proporcionadas, a excepción del C1 (nota que ya teníamos), justo antes del examen.",FI1000-3 - Otoño 2023,Introducción a la Física Clásica,0,Evaluaciones y Controles,1,3,FI1000, Otoño 2023,Departamento de fisica
"Super preocupados por nuestro aprendizaje, fue muy grato este curso. Quiero comentar que la metodología para enseñar fue muy buena ya que con los auxiliares te enseñaban a hacer ejercicios lo cual se realizo super bien. Y en las cátedra era profundizar más tu entendimiento de la materia, el entenderla de verdad y no solo aplicarla, esta parte fue muy bien echa y fue super útil para el que supo aprovecharla. 



Directamente el que fue aplicado con el ramo sale aprendiendo todo lo que le enseñan y un poco mas",FI1000-9 - Otoño 2023,Introducción a la Física Clásica,1,Experiencia Educativa,1,9,FI1000, Otoño 2023,Departamento de fisica
Siempre puntual,MA1101-3 - Otoño 2023,Introducción al Álgebra,1,Atención y Disposición Docente,1,3,MA1101, Otoño 2023,Departamento de ingenieria matematica
"A pesar de que la materia no era de mi interes, el profesor no se esmeraba lo suficiente en que en general sintamos algun interes y/o motivacion por la materia, sencillamente pasaba los temas del ppt y hacia actividades variadas, siendo esto ultimo lo mas destacable",BT1211-6 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,0,Estilo de Enseñanza y Dinámica de Clases,1,6,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
Muy buen auxiliar,MA1101-10 - Otoño 2023,Introducción al Álgebra,1,Experiencia Educativa,1,10,MA1101, Otoño 2023,Departamento de ingenieria matematica
Siempre estuvo a disposición de ayudarnos y abierto a escuchar nuestras peticiones con respecto a temas del curso como la tarea numerica.,MA2001-3 - Otoño 2023,Cálculo en Varias Variables,1,Atención y Disposición Docente,3,3,MA2001, Otoño 2023,Departamento de ingenieria matematica
"El curso es muy demandante, uno siente que no hace nada bien, las retroalimentaciones son pésimas, cada uno tenía que arreglárselas para ver en qué mejorar, esto implica mucho trabajo semanal y estrés, siendo sincero. Lo único que quería era que no llegara el día jueves. 

Siento que se podrían dedicar más clases para orientarnos en lo que estamos haciendo, advertirnos desde un principio lo que conlleva cada decisión que tomamos, así no tendríamos que arrepentirnos de hacer tal cosa; las cátedras son muy vacías, no ayudan mucho, la puesta en práctica es la compleja y esencial, sin embargo, no hay mucha ayuda del cuerpo docente durante un gran lapso de tiempo.",CD1100-6 - Otoño 2023,Desafíos de Innovación en Ingeniería y Ciencias,0,Experiencia y Organización del Curso,1,6,CD1100, Otoño 2023,Area de innovacion
Grande profe Valentín,CC1000-20 - Otoño 2023,Herramientas Computacionales para Ingeniería y Ciencias,1,Reconocimiento a Profesores y Auxiliares,1,20,CC1000, Otoño 2023,Departamento ciencias de la computación
No hay aspectos a mejorar.,MA1101-8 - Otoño 2023,Introducción al Álgebra,0,Experiencia y Organización del Curso,1,8,MA1101, Otoño 2023,Departamento de ingenieria matematica
Podría ser un poco más didáctica al momento de presentar la clase,BT1211-5 - Otoño 2023,Aplicaciones de la Biología a la Ingeniería y Ciencias,0,Estilo de Enseñanza y Dinámica de Clases,1,5,BT1211, Otoño 2023,Departamento de ingenieria en biotecnologia
No estaban tan claros los contenidos que entraban en las evaluaciones.,FI1000-9 - Otoño 2023,Introducción a la Física Clásica,0,Calidad de la Enseñanza,1,9,FI1000, Otoño 2023,Departamento de fisica
"En un principio comenzó bastante motivado, pero esa actitud se fue perdiendo.",MA1101-1 - Otoño 2023,Introducción al Álgebra,1,Experiencia y Organización del Curso,1,1,MA1101, Otoño 2023,Departamento de ingenieria matematica
"Se aprecia el interés geniuno en que aprendamos los contenidos del ramo, además de haber estado ofreciendo un material de estudio que correspondió con las evaluaciones. Muy buena experiencia.",MA2601-2 - Otoño 2023,Ecuaciones Diferenciales Ordinarias,1,Experiencia Educativa,3,2,MA2601, Otoño 2023,Departamento de ingenieria matematica
"Nos mostraba videos que respaldaban los conocimiento o fenómenos ya estudiados, además de complementarlos con su respectivo conocimiento, lo cual nos daba distintas perspectivas o nuevos conceptos de un mismo tema",FI1000-5 - Otoño 2023,Introducción a la Física Clásica,1,Calidad de la Enseñanza,1,5,FI1000, Otoño 2023,Departamento de fisica
Su entusiasmo,FI2003-5 - Otoño 2023,Métodos Experimentales,1,Experiencia Educativa,3,5,FI2003, Otoño 2023,Departamento de fisica
Siempre se lo notó entusiasmado en las clases y nos dio alternativas cuando los resultados no fueron tan buenos.,FI2001-2 - Otoño 2023,Mecánica,1,Evaluaciones y Controles,3,2,FI2001, Otoño 2023,Departamento de fisica
Gran motivación al momento dedar las clases.,MA1001-1 - Otoño 2023,Introducción al Cálculo,1,Atención y Disposición Docente,1,1,MA1001, Otoño 2023,Departamento de ingenieria matematica
